8648488.0,975955008.0,954043809.0,145368498204.0,107859579928.0,137917875015.0,24336153991194.0,16114511194246.0,15574098365124.0,22540267019787.0
8349194.0,912490913.0,945760293.0,134628928215.0,103570548687.0,136967086121.0,22408084410947.0,15302218944693.0,14992083912251.0,22386093770595.0
6851667.0,817335224.0,709861241.0,121550827638.0,87273356575.0,101372541183.0,19950839631620.0,13092782076001.0,12583258807785.0,16463935116587.0
8129193.0,924446152.0,1057916997.0,139290068970.0,118486486412.0,160439416325.0,23525008566556.0,17724226476004.0,17780460163030.0,26327897381433.0
6408041.0,713170121.0,629738926.0,105941353349.0,70096909344.0,88289983856.0,17714750956805.0,10375750291200.0,9802317305388.0,14280370377610.0
5907396.0,622291144.0,755915776.0,90122862052.0,78309394748.0,118785158598.0,14875209421030.0,11231751641486.0,12150060948738.0,20433861075778.0
7849617.0,859738943.0,769758532.0,126131389591.0,84636723598.0,107264804496.0,20872903380923.0,12451321378804.0,11910321414962.0,17399768218282.0
6254618.0,690472745.0,596178574.0,102956365853.0,65956170662.0,79662653140.0,17308384889249.0,9870674792818.0,8797288528574.0,12387417758740.0
11798997.0,1326108967.0,1321791713.0,201201460451.0,149508585449.0,200172004329.0,34299242263051.0,22754947637787.0,22710938916797.0,34097725233755.0
5477089.0,613130853.0,920560736.0,91288394185.0,103317391298.0,162177250750.0,15308275477707.0,15444767258414.0,18238845253162.0,29646357167378.0
10539358.0,1157710702.0,1163921124.0,176493102978.0,127755344964.0,180826803286.0,30415150405864.0,19550320943784.0,19961011236152.0,31725340808052.0
6708057.0,794816990.0,603910920.0,121958458616.0,70497240602.0,74572741860.0,20780379627230.0,10721493982544.0,8557450237750.0,10660419922968.0
